host_name,host_since,host_response_time,host_id,host_about
Tim,9/22/18,within a few hours,216674639,"A retired R&D scientist who used to work in the semiconductor and chemical industry, and is now self-employed personal finance advisor. Enjoy travel around in US and China. Appreciate a healthy, spiritual, simple, and organized life. "
Liz,3/2/19,N/A,246442951,"I am a single professional. I am kind, courteous and respectful. I am outgoing and enjoy socializing. Hobbies are yoga, spending time with family and friends, dining out and travel. "
Carpediem,6/4/18,within an hour,193512222,"Our goal is to make sure you have the best experience possible when staying in one of our homes. We pay the utmost attention to detail from decor down to amenities and strive to offer a clean + comfortable five-star worthy stay every time. As a small business, we take pride in our outstanding hospitality service and are happy to answer any questions you may have. Welcome home to Carpediem. :)"
Zachi,8/22/18,within an hour,211225279,
Zachi,12/26/16,within an hour,108514926,
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Tim,2/3/13,within an hour,4952226,We are real estate investors in Dallas. We like to relax at home and spend time with friends.
Nancy,4/10/14,within an hour,14138202,"We provide a comfortable, convenient, and cozy stay for you while traveling to Dallas, Texas. Please send us a message with your needs and we can accommodate your needs!"
Matan,8/13/15,within an hour,41414696,I love traveling and making new friends. Texas is my home and I spend most of my time here in Dallas!   
Pauline,10/21/18,a few days or more,221928217,"We are an easy going former Corporate Creatives who enjoys traveling, gardening, cooking and hiking and spending time at White Rock Lake with my rescue pup.  We are passionate about animals and like meeting new people and learning about their journey.  We are open to interacting as much or as little as you would like during your stay.  It is important that you are comfortable and relaxed during your visit.  We could not live with out Mexican food so can help you find some of the best in the area as well as other types of cuisine. "
Pauline,10/21/18,a few days or more,221928217,"We are an easy going former Corporate Creatives who enjoys traveling, gardening, cooking and hiking and spending time at White Rock Lake with my rescue pup.  We are passionate about animals and like meeting new people and learning about their journey.  We are open to interacting as much or as little as you would like during your stay.  It is important that you are comfortable and relaxed during your visit.  We could not live with out Mexican food so can help you find some of the best in the area as well as other types of cuisine. "
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Steven,8/21/16,within an hour,91195494,"I'm Steve, the host for 1808 Lofts. I enjoy meeting new people in my travels for business or pleasure. I love exploring all corners of the places I go, the food, the sights, the hidden gems and even the touristy stuff. We love to travel, my favorite places are NYC, San Diego, Toronto and any place in Europe. I'm pretty easy going, open and honest about things.  

1808 Lofts is our group of Airbnb units in a building we own, our location includes a cowork space called GoodWork, which every visitor to 1808 Lofts can use to work in and connect in the community of creatives and business owners."
Tereza,3/19/19,within an hour,249960325,
Nena & Hub,6/29/16,within an hour,80755135,"We’re adventurous & internationally minded. Hub is a professional guitarist & instructor for 30 years.  Nena is a high school Sped & English/ESL teacher. We’re both entrepreneurs who love family life. We strive to create not only a memorable & beautiful guest experience for folks who stay at the Hidden Gem cottage and Rustic Pool House, but also comfort, convenience & value to meet their needs. We ❤️ meeting new people & being Airbnb guests, too!"
Zachi,12/26/16,within an hour,108514926,
Reece,11/1/18,within an hour,223722184,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Julie,5/22/16,within an hour,73427341,"I grew up in a small town outside Pittsburgh, went to school in Virginia, traveled to Baltimore for graduate school, headed further south to Memphis for work.  After six years in Tennessee, I moved to Texas.  I love to meet family and friends for trips.  I love to travel and see different parts of the world.  "
Keith,2/17/11,within an hour,395823,"We have been hosting and traveling on Airbnb for many years now, and love every bit of it. We truly believe its a chance to see the city you are visiting like a local, and we make sure to help with that. 

Dallas has been our home for over a decade and we think it has so much to offer. We are always willing to help find a cool place to eat or a fun local bar. 

Hosting guests started out as a side hobby but has turned into a full-time gig, and we wouldn't have it any other way. We are passionate about making sure you have a seamless comfortable stay and if it's your first time booking on Airbnb we aim to make you an Airbnb booker for life. We have hosted celebrities, workgroups, families, weddings, and everything in-between. 

We are excited to host you and your group, please reach out with any questions at all! "
Patrick,3/30/19,within an hour,252220275,"Hello, I'm Patrick.  I rent out the extra guest room in the house I live in and a tiny house in the backyard.  I've been doing this for a few years now and people seem to like what they get so I think I'll keep it up for a few more years."
Zachi,8/22/18,within an hour,211225279,
Shelby,12/18/15,within an hour,51662786,"Hi, I'm Shelby! I'm an avid AirBnB host and traveler. I look forward to hosting you or being your guest."
Brooke,8/6/18,within an hour,207792786,"We've been welcoming guests home since 2018.  When it comes to hosting, we blend southern hospitality with a touch of eclectic style to create a comfortable and memorable experience for our guests. Your comfort is our highest priority which is why we provide our guests with a 24/7 concierge service. We make sure every guest receives the  ""V.I.G."" (Very Important Guest)  treatment. It is our pleasure to Welcome You Home!"
Mac,7/21/16,within an hour,85191538,"I am an avid Airbnb host, traveler, and sports enthusiast. I graduated from the University of Mississippi with a bachelor's degree in finance. I am a real estate investor and youth lacrosse coach. I love to meet new people, build relationships, and overcome new obstacles. My goal is to create the very best experience for my guests when they visit my home. After staying at Airbnb's in destinations such as Prague, Rome, Florence, Madrid, Barcelona, and many more, I have a great understanding of what it takes to be a terrific host. I strive to replicate those same great experiences for my guests!"
